               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                 164,            0.030889,              0.0363,           0.0064567,             0.92395,             0.82493,             0.89391,             0.49314,            0.030346,             0.09332,            0.010649,            0.004621,            0.004621,            0.004621
                 165,            0.032045,            0.037189,           0.0065386,             0.88871,             0.78914,             0.87618,             0.45203,            0.031697,            0.095687,            0.014681,            0.004588,            0.004588,            0.004588
                 166,            0.030647,            0.036249,           0.0064189,             0.91068,              0.7897,             0.87528,             0.47549,            0.030707,            0.096363,            0.015551,            0.004555,            0.004555,            0.004555
                 167,            0.032019,            0.037369,           0.0065327,             0.86582,              0.7835,             0.85685,             0.44073,            0.032175,            0.096439,            0.014158,            0.004522,            0.004522,            0.004522
                 168,            0.030994,            0.036236,           0.0063717,             0.93334,             0.80211,             0.89559,              0.4648,            0.032083,            0.097228,            0.014649,            0.004489,            0.004489,            0.004489
                 169,            0.031865,            0.037433,           0.0070155,             0.86168,             0.75248,             0.82351,             0.35964,            0.035979,             0.10544,            0.020901,            0.004456,            0.004456,            0.004456
                 170,            0.030541,            0.036541,           0.0060904,             0.89633,              0.7786,             0.87508,             0.42032,            0.033805,             0.10149,            0.016865,            0.004423,            0.004423,            0.004423
                 171,            0.030597,            0.037055,           0.0065369,             0.86441,             0.82825,             0.92908,              0.4735,            0.031506,            0.097265,            0.013463,             0.00439,             0.00439,             0.00439
                 172,            0.030283,            0.036603,            0.006339,             0.91604,             0.82666,             0.90167,             0.50562,            0.029102,            0.091174,              0.0102,            0.004357,            0.004357,            0.004357
                 173,            0.029747,            0.035717,           0.0066549,             0.89561,             0.79543,             0.88065,             0.46932,            0.031034,             0.10278,            0.014113,            0.004324,            0.004324,            0.004324
                 174,            0.029334,            0.036444,           0.0066754,             0.86809,             0.75476,              0.8539,             0.48455,            0.030328,             0.10671,            0.016326,            0.004291,            0.004291,            0.004291
                 175,            0.029525,             0.03634,           0.0073722,             0.89806,             0.77812,             0.90011,             0.49567,            0.031029,             0.10251,            0.014337,            0.004258,            0.004258,            0.004258
                 176,            0.029188,            0.035399,           0.0062587,             0.93101,              0.8188,             0.92986,             0.51776,            0.029654,            0.093873,            0.010916,            0.004225,            0.004225,            0.004225
                 177,            0.029212,            0.035583,           0.0065519,             0.93828,             0.84878,             0.95052,             0.51883,            0.030292,            0.092222,            0.010125,            0.004192,            0.004192,            0.004192
                 178,            0.029275,            0.034704,           0.0065025,             0.93006,             0.83682,             0.93566,             0.53469,            0.028704,            0.091148,            0.011852,            0.004159,            0.004159,            0.004159
                 179,            0.029639,            0.035622,           0.0067831,             0.91168,             0.81987,              0.8603,             0.47345,            0.029774,            0.093303,            0.011615,            0.004126,            0.004126,            0.004126
                 180,            0.028618,             0.03488,           0.0066872,             0.93636,              0.8333,             0.87707,             0.50022,             0.02901,            0.091773,           0.0099573,            0.004093,            0.004093,            0.004093
                 181,            0.028878,            0.035331,           0.0063571,             0.92135,             0.82279,             0.86972,             0.49408,            0.030282,            0.093158,           0.0093301,             0.00406,             0.00406,             0.00406
                 182,            0.028317,            0.034966,           0.0062719,             0.90512,             0.80714,             0.88241,               0.498,            0.030922,            0.093934,            0.009362,            0.004027,            0.004027,            0.004027
                 183,            0.028713,            0.035009,            0.006122,             0.91942,             0.82278,             0.89117,             0.50334,            0.029731,            0.092819,           0.0096625,            0.003994,            0.003994,            0.003994
                 184,            0.028104,            0.034455,           0.0064211,             0.91652,             0.81806,             0.90481,             0.51538,            0.029829,            0.093158,           0.0088614,            0.003961,            0.003961,            0.003961
                 185,            0.029048,            0.035765,           0.0063422,             0.90534,             0.78196,             0.86861,              0.4853,            0.029539,            0.093084,            0.011069,            0.003928,            0.003928,            0.003928
                 186,            0.028256,            0.034511,           0.0063193,             0.86773,             0.75153,             0.84936,             0.48806,            0.028819,            0.091052,            0.015899,            0.003895,            0.003895,            0.003895
                 187,            0.029421,            0.035928,           0.0066044,             0.84511,             0.75158,             0.82694,             0.44816,            0.029609,            0.092606,            0.021046,            0.003862,            0.003862,            0.003862
                 188,              0.0282,            0.034493,           0.0059633,             0.86022,             0.77382,             0.85335,             0.48122,            0.028977,            0.090748,            0.019824,            0.003829,            0.003829,            0.003829
                 189,            0.029776,            0.035437,           0.0058922,             0.83598,             0.78449,             0.82448,             0.42814,            0.031081,            0.094828,             0.01415,            0.003796,            0.003796,            0.003796
                 190,            0.028669,            0.034859,            0.006294,             0.82997,             0.74894,             0.78717,             0.42678,            0.030392,            0.094459,            0.013136,            0.003763,            0.003763,            0.003763
                 191,            0.027674,            0.034715,           0.0058405,             0.90599,             0.80503,             0.87472,             0.47034,            0.030791,            0.095312,           0.0093071,             0.00373,             0.00373,             0.00373
                 192,            0.028394,            0.034457,           0.0060398,             0.91191,             0.85471,              0.9105,             0.51587,            0.028629,            0.090838,           0.0082631,            0.003697,            0.003697,            0.003697
                 193,            0.028348,            0.034863,           0.0060208,             0.90479,             0.76473,             0.86134,              0.4967,            0.030385,            0.094796,            0.011314,            0.003664,            0.003664,            0.003664
                 194,            0.027226,            0.034131,            0.005597,             0.88371,             0.75146,             0.85709,             0.48393,            0.029746,            0.094498,            0.012809,            0.003631,            0.003631,            0.003631
                 195,            0.028326,            0.034691,           0.0061544,             0.89577,             0.75187,             0.85557,             0.44539,             0.03112,            0.096663,            0.011539,            0.003598,            0.003598,            0.003598
                 196,            0.028503,            0.034402,           0.0057954,             0.86108,              0.7522,             0.83587,             0.43206,            0.031515,            0.098113,             0.01154,            0.003565,            0.003565,            0.003565
                 197,            0.028086,            0.034654,           0.0061438,             0.91581,             0.81385,             0.88425,             0.50064,            0.029273,            0.094155,            0.011053,            0.003532,            0.003532,            0.003532
                 198,            0.027122,            0.033188,           0.0058956,              0.9399,             0.84441,             0.91389,             0.52269,            0.028329,             0.09049,           0.0097593,            0.003499,            0.003499,            0.003499
                 199,            0.027995,            0.034437,           0.0058657,              0.9183,             0.83393,             0.90069,             0.49947,             0.02833,            0.088522,           0.0091643,            0.003466,            0.003466,            0.003466
                 200,            0.028028,            0.034425,           0.0058097,             0.92556,             0.84155,             0.91132,              0.5194,            0.028026,            0.088011,           0.0091802,            0.003433,            0.003433,            0.003433
                 201,            0.028074,            0.034206,           0.0058882,             0.94928,             0.85035,             0.91154,             0.48295,            0.029711,            0.090375,           0.0089281,              0.0034,              0.0034,              0.0034
                 202,            0.027261,            0.033992,           0.0057452,             0.87654,             0.79522,              0.8184,              0.3956,            0.032959,            0.095919,           0.0091891,            0.003367,            0.003367,            0.003367
                 203,            0.027579,            0.033096,           0.0060878,             0.86701,             0.74916,             0.79965,             0.36075,            0.035846,             0.10414,            0.010479,            0.003334,            0.003334,            0.003334
                 204,            0.026901,            0.032778,            0.005853,             0.91157,             0.77698,             0.82812,             0.38696,            0.034078,             0.10134,           0.0094305,            0.003301,            0.003301,            0.003301
                 205,            0.026367,            0.032666,           0.0057377,             0.94954,             0.84263,             0.84963,             0.42497,            0.031194,            0.093345,           0.0063427,            0.003268,            0.003268,            0.003268
                 206,            0.025994,            0.032037,           0.0057039,             0.97593,             0.88523,             0.92078,              0.5131,            0.028249,            0.087877,           0.0060172,            0.003235,            0.003235,            0.003235
                 207,            0.026364,            0.032885,           0.0055529,             0.96643,             0.88426,              0.9102,             0.54595,            0.026705,            0.085545,           0.0058411,            0.003202,            0.003202,            0.003202
                 208,            0.025573,            0.032223,           0.0055072,             0.96657,             0.88202,             0.93335,             0.57378,            0.026939,            0.086541,           0.0058138,            0.003169,            0.003169,            0.003169
                 209,             0.02702,            0.033399,            0.005677,             0.95019,             0.87743,             0.92283,             0.53296,            0.028379,             0.09036,           0.0058886,            0.003136,            0.003136,            0.003136
                 210,            0.026337,            0.033004,           0.0055801,             0.95493,             0.87674,             0.92759,             0.57036,            0.027108,            0.086991,           0.0058076,            0.003103,            0.003103,            0.003103
                 211,            0.026631,            0.033271,           0.0052876,             0.97262,               0.891,             0.94443,             0.54791,              0.0278,            0.085431,           0.0061261,             0.00307,             0.00307,             0.00307
                 212,            0.025677,            0.032264,           0.0055206,             0.97556,             0.88577,             0.94379,             0.55814,            0.027217,            0.085875,           0.0065716,            0.003037,            0.003037,            0.003037
                 213,            0.025815,            0.032218,           0.0055131,             0.97259,             0.88043,             0.92268,             0.51623,            0.028154,            0.087933,           0.0069739,            0.003004,            0.003004,            0.003004
                 214,            0.025823,            0.031798,           0.0056194,             0.97462,             0.87672,             0.91166,             0.52317,            0.027681,            0.087347,           0.0071477,            0.002971,            0.002971,            0.002971
                 215,            0.025455,            0.031736,           0.0057817,             0.96606,             0.87838,              0.9041,             0.51688,             0.02917,            0.088984,           0.0072235,            0.002938,            0.002938,            0.002938
                 216,            0.024824,            0.031245,           0.0055954,             0.97294,             0.88474,             0.90897,             0.54519,            0.027485,            0.086982,            0.006835,            0.002905,            0.002905,            0.002905
                 217,            0.024504,            0.031798,           0.0053555,             0.97446,             0.89447,             0.91133,             0.58586,            0.025543,            0.082948,           0.0059898,            0.002872,            0.002872,            0.002872
                 218,            0.024495,            0.031188,           0.0052505,             0.98096,             0.88971,             0.91395,             0.59286,            0.025138,            0.082288,           0.0058562,            0.002839,            0.002839,            0.002839
                 219,            0.024497,             0.03183,           0.0055563,             0.97449,             0.89405,             0.94301,             0.58573,            0.026277,            0.084352,           0.0058113,            0.002806,            0.002806,            0.002806
                 220,            0.024677,            0.031426,            0.005493,             0.97411,             0.89678,             0.94315,             0.60744,             0.02539,            0.082392,           0.0057584,            0.002773,            0.002773,            0.002773
                 221,            0.025263,            0.031917,           0.0051885,              0.9793,             0.88975,             0.94619,             0.61291,            0.025546,            0.082243,           0.0059442,             0.00274,             0.00274,             0.00274
                 222,            0.024836,            0.031676,           0.0051373,             0.98291,             0.89668,             0.94561,             0.59261,            0.026396,            0.084317,           0.0057584,            0.002707,            0.002707,            0.002707
                 223,            0.025523,            0.032267,           0.0053803,             0.97875,             0.89742,             0.94222,             0.59121,            0.026868,            0.085518,           0.0056541,            0.002674,            0.002674,            0.002674
                 224,            0.024977,             0.03157,           0.0048741,             0.97601,             0.89218,             0.94263,             0.59751,            0.025696,             0.08384,           0.0058586,            0.002641,            0.002641,            0.002641
                 225,            0.024202,            0.031455,           0.0050623,             0.97009,             0.88194,             0.94158,             0.60212,            0.025224,            0.081988,           0.0070667,            0.002608,            0.002608,            0.002608
                 226,            0.024935,            0.031593,           0.0053232,             0.97028,             0.88599,             0.94546,             0.60189,            0.024771,            0.081459,           0.0074966,            0.002575,            0.002575,            0.002575
                 227,            0.024151,            0.030779,           0.0050844,             0.97266,               0.885,             0.94724,             0.59563,            0.025291,            0.082217,           0.0070849,            0.002542,            0.002542,            0.002542
                 228,            0.024671,            0.031846,           0.0050641,             0.98207,              0.8951,             0.98825,             0.63077,            0.025034,            0.081766,           0.0060005,            0.002509,            0.002509,            0.002509
                 229,              0.0243,            0.030461,           0.0052512,             0.98239,             0.89402,             0.92822,             0.58302,            0.025659,            0.083426,           0.0056086,            0.002476,            0.002476,            0.002476
                 230,            0.024194,            0.031151,            0.005136,             0.98229,             0.89439,             0.92356,             0.57867,             0.02574,            0.084193,           0.0055688,            0.002443,            0.002443,            0.002443
                 231,             0.02411,            0.031007,           0.0050435,             0.96164,             0.87595,             0.90411,             0.54817,            0.026611,            0.087118,           0.0056087,             0.00241,             0.00241,             0.00241
                 232,            0.024075,            0.030643,            0.004787,             0.96101,             0.87743,             0.90804,              0.5532,            0.026807,            0.086301,            0.005811,            0.002377,            0.002377,            0.002377
                 233,             0.02391,            0.030184,           0.0050501,             0.96698,             0.88116,              0.9169,              0.5759,              0.0261,            0.085152,            0.006674,            0.002344,            0.002344,            0.002344
                 234,            0.024119,            0.031258,           0.0051929,             0.96935,             0.88509,             0.92399,             0.58444,            0.025754,            0.084499,           0.0061995,            0.002311,            0.002311,            0.002311
                 235,            0.023876,            0.030237,           0.0049349,             0.98153,             0.90004,             0.93919,             0.62361,            0.024428,            0.080928,           0.0055064,            0.002278,            0.002278,            0.002278
                 236,            0.023963,            0.030263,            0.005045,             0.98244,             0.89619,             0.94024,             0.60983,             0.02478,            0.081114,           0.0057461,            0.002245,            0.002245,            0.002245
                 237,             0.02452,            0.031008,           0.0050445,             0.97947,             0.87468,              0.9283,             0.58864,            0.025399,            0.085873,            0.007875,            0.002212,            0.002212,            0.002212
                 238,            0.023382,            0.030745,           0.0051792,             0.97464,             0.87501,             0.92897,             0.59163,            0.025428,            0.085384,           0.0075842,            0.002179,            0.002179,            0.002179
                 239,            0.024082,            0.030227,           0.0052217,             0.96699,             0.89023,             0.93008,             0.61064,            0.024788,            0.081814,            0.006345,            0.002146,            0.002146,            0.002146
                 240,            0.023544,            0.030424,           0.0051286,             0.97211,             0.89753,             0.93563,             0.61213,            0.024688,            0.080837,           0.0059966,            0.002113,            0.002113,            0.002113
                 241,            0.023318,            0.030472,           0.0048227,             0.97782,             0.90215,             0.94736,             0.63013,            0.024164,            0.079376,            0.005674,             0.00208,             0.00208,             0.00208
                 242,            0.023387,            0.029895,           0.0050613,             0.97983,             0.90146,             0.93997,              0.6244,            0.024325,            0.079776,           0.0055327,            0.002047,            0.002047,            0.002047
                 243,            0.023337,            0.030155,           0.0050469,             0.97722,             0.89314,              0.9299,               0.581,            0.026248,            0.083948,           0.0057474,            0.002014,            0.002014,            0.002014
                 244,            0.022775,            0.029824,           0.0046148,             0.97821,             0.89584,             0.93135,             0.58089,            0.026358,            0.084203,           0.0057618,            0.001981,            0.001981,            0.001981
                 245,              0.0231,            0.029994,           0.0047948,             0.97988,             0.89841,             0.93379,             0.59767,             0.02559,            0.083124,           0.0056268,            0.001948,            0.001948,            0.001948
                 246,            0.022864,            0.029367,           0.0047295,             0.98413,             0.90559,             0.93925,             0.60456,            0.025356,            0.082539,           0.0054742,            0.001915,            0.001915,            0.001915
                 247,            0.023115,            0.029543,           0.0046059,              0.9848,             0.90374,             0.93824,             0.62544,            0.024003,            0.079949,           0.0053394,            0.001882,            0.001882,            0.001882
                 248,            0.022688,            0.029067,           0.0046285,               0.985,             0.90351,              0.9376,              0.6309,            0.023902,            0.078928,            0.005242,            0.001849,            0.001849,            0.001849
                 249,            0.023345,            0.029691,           0.0049287,             0.98628,             0.90389,             0.94824,              0.6472,             0.02366,            0.078371,           0.0051064,            0.001816,            0.001816,            0.001816
                 250,            0.022555,             0.02967,           0.0046746,             0.98633,             0.90663,             0.94998,             0.63808,            0.024071,            0.078887,           0.0051075,            0.001783,            0.001783,            0.001783
                 251,            0.024166,            0.030367,            0.004848,             0.98551,             0.90525,             0.94834,             0.64359,            0.023911,            0.078885,           0.0051512,             0.00175,             0.00175,             0.00175
                 252,             0.02242,            0.029584,           0.0045227,             0.97725,             0.89323,             0.93869,             0.60434,             0.02466,            0.081125,           0.0051675,            0.001717,            0.001717,            0.001717
                 253,            0.024624,            0.030572,           0.0046949,             0.97331,             0.88865,             0.93514,             0.60558,            0.024957,            0.081538,           0.0052453,            0.001684,            0.001684,            0.001684
                 254,            0.022793,            0.030195,           0.0048084,             0.98343,             0.89867,             0.94465,             0.62997,             0.02398,            0.080504,            0.005292,            0.001651,            0.001651,            0.001651
                 255,            0.024401,            0.030998,           0.0049299,             0.98167,             0.89643,             0.94394,             0.61535,            0.024698,            0.082281,           0.0053724,            0.001618,            0.001618,            0.001618
                 256,            0.023522,            0.030016,              0.0049,             0.97431,              0.8903,              0.9389,             0.61466,            0.024746,            0.082512,           0.0053397,            0.001585,            0.001585,            0.001585
                 257,            0.023908,            0.030296,           0.0047782,             0.94755,             0.86401,             0.91325,             0.55363,            0.027167,            0.087038,           0.0055223,            0.001552,            0.001552,            0.001552
                 258,            0.023447,            0.029715,           0.0048017,             0.95761,             0.87483,             0.91998,             0.58263,            0.025888,            0.084901,           0.0056021,            0.001519,            0.001519,            0.001519
                 259,            0.023708,            0.030026,           0.0048796,             0.97558,             0.88972,             0.93807,             0.56642,            0.026524,            0.085804,           0.0056794,            0.001486,            0.001486,            0.001486
                 260,            0.024292,            0.030393,           0.0047522,             0.98134,             0.90001,             0.94487,             0.60132,            0.025068,            0.082571,            0.005429,            0.001453,            0.001453,            0.001453
                 261,            0.022968,            0.029432,           0.0046321,             0.98543,             0.90203,             0.94691,             0.62739,            0.023974,            0.078822,           0.0051849,             0.00142,             0.00142,             0.00142
                 262,            0.022845,            0.029391,           0.0046212,             0.98648,             0.90448,             0.94185,             0.63117,            0.023343,            0.077747,           0.0050908,            0.001387,            0.001387,            0.001387
                 263,            0.022781,            0.029641,           0.0046871,             0.98686,             0.90775,              0.9452,             0.62751,            0.024063,            0.078501,           0.0050114,            0.001354,            0.001354,            0.001354
                 264,            0.021989,             0.02889,           0.0045849,             0.98648,             0.90863,             0.95226,             0.62746,            0.024058,            0.079031,           0.0049871,            0.001321,            0.001321,            0.001321
                 265,            0.022997,            0.029623,           0.0047169,             0.98613,             0.90928,             0.95083,             0.64056,            0.023388,            0.077794,           0.0049689,            0.001288,            0.001288,            0.001288
                 266,            0.022085,            0.028804,           0.0047097,             0.98632,             0.90819,             0.95051,             0.65997,            0.022856,            0.076786,           0.0049365,            0.001255,            0.001255,            0.001255
                 267,            0.022952,            0.029246,           0.0045391,             0.98642,              0.9067,              0.9503,             0.63994,            0.023612,               0.078,           0.0049457,            0.001222,            0.001222,            0.001222
                 268,            0.021851,            0.029041,           0.0043968,             0.98744,             0.90665,             0.95021,              0.6548,            0.023357,            0.077584,           0.0049535,            0.001189,            0.001189,            0.001189
                 269,            0.022175,            0.028957,           0.0046673,             0.98832,              0.9072,             0.95128,             0.62439,            0.024242,            0.079255,           0.0050033,            0.001156,            0.001156,            0.001156
                 270,            0.021774,            0.028504,           0.0044643,             0.98818,             0.90604,             0.95006,             0.64713,            0.023692,            0.078278,            0.004986,            0.001123,            0.001123,            0.001123
                 271,            0.022218,            0.028755,           0.0045922,             0.98534,             0.90202,             0.94794,             0.63834,            0.024053,            0.078504,           0.0049677,             0.00109,             0.00109,             0.00109
                 272,            0.021891,            0.028102,           0.0044125,              0.9882,             0.90544,             0.95032,             0.65392,            0.023193,            0.077174,           0.0049265,            0.001057,            0.001057,            0.001057
                 273,            0.021695,            0.028185,           0.0044356,             0.98934,             0.90634,             0.95166,             0.66027,            0.023135,            0.076756,           0.0049191,            0.001024,            0.001024,            0.001024
                 274,            0.021753,            0.028447,           0.0046118,             0.98975,              0.9069,              0.9517,             0.66646,            0.022639,            0.076082,           0.0049085,            0.000991,            0.000991,            0.000991
                 275,            0.021346,            0.028086,           0.0046639,             0.98998,               0.906,             0.95211,             0.65576,            0.022896,            0.076442,           0.0048797,            0.000958,            0.000958,            0.000958
                 276,            0.021098,            0.027969,           0.0043322,             0.99045,             0.90676,             0.95186,             0.66173,            0.022612,             0.07586,           0.0048256,            0.000925,            0.000925,            0.000925
                 277,            0.020914,             0.02718,           0.0045472,             0.99085,             0.90741,             0.95136,             0.66787,            0.022199,            0.074972,           0.0047348,            0.000892,            0.000892,            0.000892
                 278,            0.021224,            0.027491,           0.0041684,             0.99092,             0.90762,             0.95157,             0.67148,            0.022169,            0.074866,           0.0047025,            0.000859,            0.000859,            0.000859
                 279,            0.021198,            0.027383,           0.0045776,             0.99139,             0.90828,             0.95261,             0.68097,             0.02198,             0.07432,           0.0046462,            0.000826,            0.000826,            0.000826
                 280,             0.02106,            0.027222,           0.0045229,             0.99046,             0.90699,             0.95183,             0.67327,            0.021934,            0.074209,           0.0046226,            0.000793,            0.000793,            0.000793
                 281,            0.020794,            0.027412,           0.0041489,             0.98967,             0.90587,             0.94345,             0.66442,            0.021938,            0.074282,           0.0045791,             0.00076,             0.00076,             0.00076
                 282,            0.021344,            0.027387,           0.0044746,             0.99031,             0.90675,             0.94444,             0.66837,            0.021801,            0.074144,            0.004563,            0.000727,            0.000727,            0.000727
                 283,            0.020705,            0.027416,           0.0044392,             0.99009,             0.90661,             0.94059,             0.66396,            0.022177,            0.075001,           0.0045703,            0.000694,            0.000694,            0.000694
                 284,             0.02071,             0.02744,            0.004317,              0.9904,              0.9068,             0.94052,              0.6656,             0.02212,            0.074901,           0.0045708,            0.000661,            0.000661,            0.000661
                 285,            0.020826,            0.027677,           0.0041323,             0.98969,             0.90609,             0.94282,             0.67028,            0.021937,            0.074493,           0.0045882,            0.000628,            0.000628,            0.000628
                 286,            0.020525,            0.027477,           0.0042431,             0.99064,             0.90679,             0.94363,             0.67044,            0.021928,            0.074333,           0.0046036,            0.000595,            0.000595,            0.000595
                 287,            0.020602,            0.027177,           0.0043439,             0.99133,             0.90727,             0.94385,             0.67157,            0.021891,            0.074384,           0.0046311,            0.000562,            0.000562,            0.000562
                 288,            0.020466,             0.02724,           0.0043264,             0.99085,             0.90686,             0.94338,             0.67249,            0.021876,            0.074406,           0.0046316,            0.000529,            0.000529,            0.000529
                 289,            0.020446,            0.027285,           0.0041998,             0.99189,             0.90785,             0.94036,             0.66323,            0.022146,            0.074942,           0.0046109,            0.000496,            0.000496,            0.000496
                 290,            0.020246,            0.026982,           0.0039693,             0.99184,             0.90804,             0.94057,             0.66706,            0.022206,            0.075051,           0.0045965,            0.000463,            0.000463,            0.000463
                 291,            0.020186,            0.027332,           0.0041999,              0.9928,             0.90936,             0.93682,             0.65982,            0.022214,            0.075093,           0.0045766,             0.00043,             0.00043,             0.00043
                 292,            0.019994,            0.027294,           0.0041624,             0.99203,             0.90842,             0.92519,             0.65663,            0.022019,            0.074636,           0.0045656,            0.000397,            0.000397,            0.000397
                 293,            0.020033,            0.026979,           0.0040739,             0.99116,             0.90746,             0.92394,             0.65945,            0.021847,            0.074127,             0.00454,            0.000364,            0.000364,            0.000364
                 294,            0.020019,            0.027083,           0.0043112,             0.99111,             0.90756,             0.93483,             0.67108,            0.021745,            0.073879,           0.0045239,            0.000331,            0.000331,            0.000331
                 295,            0.020417,            0.026589,           0.0042754,             0.99224,             0.90859,             0.93614,             0.67492,            0.021582,            0.073394,            0.004486,            0.000298,            0.000298,            0.000298
                 296,            0.020142,            0.026614,           0.0042128,             0.99225,             0.90863,             0.93606,             0.67464,            0.021531,            0.073207,           0.0044764,            0.000265,            0.000265,            0.000265
                 297,            0.020198,            0.026791,           0.0043174,             0.99234,             0.90863,             0.93692,             0.67827,            0.021407,            0.072884,           0.0044621,            0.000232,            0.000232,            0.000232
                 298,            0.020189,            0.026748,           0.0042152,             0.99243,             0.90867,             0.93683,             0.68137,            0.021344,            0.072721,           0.0044567,            0.000199,            0.000199,            0.000199
                 299,            0.020195,            0.026992,           0.0042504,             0.99271,             0.90861,             0.93662,             0.68216,            0.021236,            0.072268,           0.0044528,            0.000166,            0.000166,            0.000166
